"qseqid"	"strata"	"DirInf"	"Maker"	"Braker"	"Araport11"
"AT5G60240.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G60265.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G60290.1"	"Arabidopsis thaliana"	1	0	1	1
"AT5G60450.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT5G60550.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT5G61495.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G62000.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT5G62573.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G62998.1"	"Arabidopsis thaliana"	1	0	0	1
"AT5G63340.1"	"Arabidopsis thaliana"	0	1	0	1
"AT5G63375.1"	"Arabidopsis thaliana"	0	1	0	1
"AT5G63640.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT5G64340.uORF2"	"Arabidopsis thaliana"	1	1	1	1
"AT5G64340.uORF3"	"Arabidopsis thaliana"	1	1	1	1
"AT5G64395.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G64401.1"	"Arabidopsis thaliana"	0	1	0	1
"AT5G65225.1"	"Arabidopsis thaliana"	1	0	0	1
"AT5G65580.1"	"Arabidopsis thaliana"	1	1	1	1
"AT5G66052.1"	"Arabidopsis thaliana"	0	1	0	1
"AT5G66053.1"	"Arabidopsis thaliana"	0	1	1	1
"AT5G66335.1"	"Arabidopsis thaliana"	0	1	0	1
"AT5G66340.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G66607.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G66658.1"	"Arabidopsis thaliana"	0	1	1	1
"AT5G67245.1"	"Arabidopsis thaliana"	0	1	0	1
"ATMG00130.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG00140.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG00200.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG00260.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG00400.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG00430.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG00440.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG00450.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG00600.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG00630.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG00665.1"	"Arabidopsis thaliana"	0	0	0	1
"ATMG00680.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG00720.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG00740.1"	"Arabidopsis thaliana"	0	0	0	1
"ATMG00840.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG00870.1"	"Arabidopsis thaliana"	0	0	0	1
"ATMG00880.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG00890.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG01000.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG01050.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG01100.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG01140.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG01150.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG01230.1"	"Arabidopsis thaliana"	0	0	0	1
"ATMG01240.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG01260.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG01290.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG01300.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG01350.1"	"Arabidopsis thaliana"	0	0	1	1
"ATMG01400.1"	"Arabidopsis thaliana"	0	0	0	1
"mikado.1G18.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.1G70.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G223.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G235.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G303.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G468.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.1G527.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G527.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G550.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G567.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G795.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G938.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G986.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.1G1132.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G1132.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G1328.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G1328.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G1424.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G1436.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G1437.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G1639.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G1745.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G1871.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G1940.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G1967.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G1967.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G2084.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G2084.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G2145.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G2145.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G2433.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G2433.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G2502.1.orf1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.1G2502.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G2532.1.orf1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.1G2893.1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.1G2899.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G2901.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G2962.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.1G3145.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G3150.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G3154.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G3181.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G3202.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G3355.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.1G3400.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G3494.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G3524.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G3524.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G3524.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G3524.4.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G3524.6.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G3753.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G3760.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.1G3760.2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G3864.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G3946.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G4083.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G4083.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G4158.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G4241.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G4285.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G4285.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G4437.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G4457.2.orf3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G4457.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G4521.1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.1G4717.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G4960.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G5574.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G5683.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G5770.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G5867.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G5895.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G5945.4.orf3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G5945.5.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G5945.6.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.1G6048.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.2G129.1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.2G144.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G177.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G177.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G238.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G247.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G385.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G393.1.orf1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.2G393.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G393.1.orf4"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G400.1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.2G420.1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.2G446.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G563.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G665.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G779.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.2G785.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G793.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G797.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G1027.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.2G1248.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G1362.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G1368.2.orf3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G1432.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G1618.1"	"Arabidopsis thaliana"	1	1	0	0
"mikado.2G1892.1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.2G2030.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G2170.1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.2G2628.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G2629.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G2656.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G2706.1.orf1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.2G2733.1.orf3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G2801.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G2809.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G2836.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G2958.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G3007.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G3088.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G3088.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G3121.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G3377.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.2G3418.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G40.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G168.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G168.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G327.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.3G548.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G548.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G590.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G624.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G639.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G864.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G931.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G1279.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G1322.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G1599.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G1775.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G1931.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G1931.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2130.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2135.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2230.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2365.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2365.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2384.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2595.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2618.1"	"Arabidopsis thaliana"	1	1	0	0
"mikado.3G2624.2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2624.3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2624.4"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2762.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2762.1.orf3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2810.4.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2819.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2945.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G2945.4.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3003.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3003.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3111.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.3G3180.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3289.1.orf3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3289.2.orf3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3440.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3440.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3440.2.orf3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3527.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.3G3586.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3698.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3792.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3808.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3836.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3852.14.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3852.17.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3852.9.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3930.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G3947.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G4269.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G4269.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G4268.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.3G4357.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G38.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G70.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G70.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G70.4.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G70.5.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G144.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G285.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G344.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G485.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G485.4.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G555.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G849.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G857.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.4G857.3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G867.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G890.1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.4G904.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.4G913.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G934.1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.4G944.1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.4G946.1"	"Arabidopsis thaliana"	1	1	0	0
"mikado.4G1009.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G1282.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.4G1323.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G1326.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.4G1429.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G1511.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G1517.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G1629.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G1697.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G1715.4.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2023.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2241.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2304.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2314.1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.4G2458.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2458.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2458.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2458.4.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2541.1.orf4"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2581.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2597.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2636.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2668.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2668.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2668.4.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2668.5.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2726.1.orf1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.4G2726.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2807.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2832.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2831.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G2861.2"	"Arabidopsis thaliana"	1	1	1	0
"mikado.4G3151.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G3180.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G3180.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G3236.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G3240.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G3262.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G3266.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.4G3265.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G3293.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.4G3405.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G99.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G342.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G370.2"	"Arabidopsis thaliana"	1	1	1	0
"mikado.5G479.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G449.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G578.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G577.1"	"Arabidopsis thaliana"	1	1	0	0
"mikado.5G678.2"	"Arabidopsis thaliana"	1	1	0	0
"mikado.5G678.3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G678.4"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G753.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G953.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.5G994.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1097.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1126.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1126.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1126.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1126.4.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1126.5.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1227.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1235.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1313.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1369.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1369.4.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1488.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1568.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1650.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1918.1.orf1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G1918.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G2040.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G2050.1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.5G2059.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G2066.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G2150.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G2189.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G2209.1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.5G2269.4.orf3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G2269.5.orf3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G2316.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G2434.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G2451.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G2503.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G2536.1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.5G2634.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.5G2650.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.5G2716.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G2790.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G2996.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.5G3070.9.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3208.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.5G3288.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3288.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3288.3.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3288.4.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3426.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3450.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3507.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3525.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3592.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3592.2.orf3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3592.3.orf3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3682.2"	"Arabidopsis thaliana"	1	1	0	0
"mikado.5G3741.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3763.1"	"Arabidopsis thaliana"	1	0	1	0
"mikado.5G3763.2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3763.3"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3770.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3770.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3793.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3841.2.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3900.4.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G3927.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G4023.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G4049.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G4074.1"	"Arabidopsis thaliana"	1	1	1	0
"mikado.5G4301.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G4385.1"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G4786.1.orf2"	"Arabidopsis thaliana"	1	0	0	0
"mikado.5G5060.1"	"Arabidopsis thaliana"	1	0	1	0
