ID	len	gc	PS
AT5G16130	573	0.453752	Eukaryota
AT5G16140	723	0.417704	cellular_organisms
AT5G16150	1641	0.471664	cellular_organisms
AT5G16160	402	0.40796	Magnoliophyta
AT5G16170	1236	0.425566	Viridiplantae
AT5G16180	2163	0.417938	Streptophyta
AT5G16190	1332	0.429429	cellular_organisms
AT5G16200	492	0.504065	Magnoliophyta
AT5G16210	3543	0.442845	Eukaryota
AT5G16220	1431	0.471698	Viridiplantae
AT5G16230	1206	0.463516	cellular_organisms
AT5G16240	1185	0.437131	cellular_organisms
AT5G16250	552	0.481884	Magnoliophyta
AT5G16260	1560	0.446795	cellular_organisms
AT5G16270	3096	0.439599	Eukaryota
AT5G16280	3819	0.412412	Eukaryota
AT5G16285	273	0.461538	Magnoliophyta
AT5G16290	1434	0.445607	cellular_organisms
AT5G16300	3207	0.441534	Eukaryota
AT5G16310	1005	0.421891	Eukaryota
AT5G16320	1413	0.43666	Streptophytina
AT5G16330	729	0.445816	cellular_organisms
AT5G16340	1653	0.490018	cellular_organisms
AT5G16350	1467	0.39332	cellular_organisms
AT5G16360	852	0.403756	cellular_organisms
AT5G16370	1659	0.493068	cellular_organisms
AT5G16380	588	0.479592	Streptophyta
AT5G16390	843	0.485172	cellular_organisms
AT5G16400	558	0.480287	cellular_organisms
AT5G16410	1446	0.461964	Viridiplantae
AT5G16420	1608	0.436567	cellular_organisms
AT5G16430	258	0.426357	Mesangiospermae
AT5G16440	876	0.460046	cellular_organisms
AT5G16450	501	0.46507	cellular_organisms
AT5G16453	267	0.460674	Brassicaceae
AT5G16460	1107	0.434508	Eukaryota
AT5G16470	315	0.501587	Eukaryota
AT5G16480	615	0.421138	cellular_organisms
AT5G16486	630	0.449206	Mesangiospermae
AT5G16490	462	0.439394	cellular_organisms
AT5G16500	1911	0.427002	cellular_organisms
AT5G16510	1047	0.457498	cellular_organisms
AT5G16520	1827	0.422003	Streptophyta
AT5G16530	1056	0.451705	cellular_organisms
AT5G16540	1128	0.442376	Eukaryota
AT5G16550	750	0.465333	cellular_organisms
AT5G16560	1212	0.421617	Viridiplantae
AT5G16570	1071	0.497666	cellular_organisms
AT5G16580	900	0.424444	cellular_organisms
AT5G16590	1878	0.461661	cellular_organisms
AT5G16600	984	0.39126	Eukaryota
AT5G16610	1590	0.432704	Streptophyta
AT5G16620	1344	0.430804	Viridiplantae
AT5G16630	2598	0.435335	Eukaryota
AT5G16640	1515	0.3967	cellular_organisms
AT5G16650	387	0.405685	cellular_organisms
AT5G16660	507	0.426036	cellular_organisms
AT5G16680	3936	0.43877	Eukaryota
AT5G16690	2205	0.423129	Eukaryota
AT5G16700	1467	0.463531	cellular_organisms
AT5G16710	777	0.451737	cellular_organisms
AT5G16715	2925	0.430427	cellular_organisms
AT5G16720	2028	0.413215	Streptophytina
AT5G16730	2562	0.422717	Eukaryota
AT5G16740	1281	0.479313	Eukaryota
AT5G16750	2631	0.429114	cellular_organisms
AT5G16760	960	0.43125	Eukaryota
AT5G16770	1011	0.416419	Eukaryota
AT5G16780	2463	0.435648	Eukaryota
AT5G16790	702	0.435897	Eukaryota
AT5G16800	711	0.424754	cellular_organisms
AT5G16810	1257	0.465394	Eukaryota
AT5G16820	1446	0.448824	Eukaryota
AT5G16830	840	0.421429	Eukaryota
AT5G16840	774	0.472868	cellular_organisms
AT5G16850	3372	0.404804	Eukaryota
AT5G16860	2553	0.430082	Eukaryota
AT5G16870	510	0.433333	cellular_organisms
AT5G16880	1224	0.437092	Eukaryota
AT5G16890	1536	0.455729	cellular_organisms
AT5G16900	2601	0.417916	cellular_organisms
AT5G16910	3438	0.467132	cellular_organisms
AT5G16920	771	0.411154	Embryophyta
AT5G16930	1935	0.472868	cellular_organisms
AT5G16940	408	0.433824	cellular_organisms
AT5G16950	300	0.476667	Streptophyta
AT5G16960	1041	0.447646	cellular_organisms
AT5G16970	1038	0.441233	cellular_organisms
AT5G16980	720	0.431944	cellular_organisms
AT5G16990	1032	0.448643	cellular_organisms
AT5G17000	1038	0.441233	cellular_organisms
AT5G17010	1512	0.45172	cellular_organisms
AT5G17020	3228	0.415737	Eukaryota
AT5G17030	1380	0.497101	cellular_organisms
AT5G17040	1329	0.487585	cellular_organisms
AT5G17050	1383	0.477946	cellular_organisms
AT5G17060	579	0.42487	cellular_organisms
AT5G17070	834	0.465228	Eukaryota
AT5G17080	897	0.421405	Viridiplantae
AT5G17090	693	0.470418	Brassicaceae
AT5G17100	738	0.46206	Brassicaceae
AT5G17110	627	0.448166	Brassicaceae
AT5G17120	624	0.442308	Brassicaceae
AT5G17130	372	0.41129	Brassicaceae
AT5G17140	339	0.371681	cellular_organisms
AT5G17150	609	0.438424	Brassicaceae
AT5G17160	1710	0.42807	Embryophyta
AT5G17165	351	0.512821	Magnoliophyta
AT5G17167	579	0.409326	Brassicaceae
AT5G17170	816	0.446078	Viridiplantae
AT5G17180	372	0.376344	Brassicaceae
AT5G17190	393	0.458015	Streptophyta
AT5G17200	1266	0.43128	cellular_organisms
AT5G17210	630	0.425397	Embryophyta
AT5G17220	645	0.460465	cellular_organisms
AT5G17230	1269	0.429472	cellular_organisms
AT5G17240	1476	0.430217	cellular_organisms
AT5G17250	2841	0.424498	cellular_organisms
AT5G17260	1431	0.430468	Streptophytina
AT5G17270	2700	0.436667	cellular_organisms
AT5G17280	408	0.470588	cellular_organisms
AT5G17290	1014	0.418146	Eukaryota
AT5G17300	1164	0.448454	Eukaryota
AT5G17305	225	0.408889	Arabidopsis_thaliana
AT5G17310	1173	0.428815	cellular_organisms
AT5G17320	2157	0.467316	Eukaryota
AT5G17330	1509	0.468522	cellular_organisms
AT5G17340	483	0.467909	Mesangiospermae
AT5G17345	378	0.470899	Arabidopsis_thaliana
AT5G17350	552	0.483696	Magnoliophyta
AT5G17360	528	0.38447	Magnoliophyta
AT5G17370	1539	0.423652	cellular_organisms
AT5G17380	1719	0.469459	cellular_organisms
AT5G17390	858	0.454545	Streptophyta
AT5G17400	921	0.433225	Eukaryota
AT5G17410	2037	0.430535	Eukaryota
AT5G17420	3081	0.462512	cellular_organisms
AT5G17430	1755	0.451282	Viridiplantae
AT5G17440	1215	0.469959	Eukaryota
AT5G17450	450	0.473333	cellular_organisms
AT5G17460	930	0.41828	Tracheophyta
AT5G17470	441	0.394558	cellular_organisms
AT5G17480	252	0.416667	cellular_organisms
AT5G17490	1572	0.513359	cellular_organisms
AT5G17500	1581	0.442758	cellular_organisms
AT5G17510	1110	0.464865	Viridiplantae
AT5G17520	1248	0.459936	Viridiplantae
AT5G17522	234	0.401709	Mesangiospermae
AT5G17523	786	0.465649	Viridiplantae
AT5G17530	1746	0.449599	cellular_organisms
AT5G17540	1386	0.488456	Streptophyta
AT5G17550	738	0.426829	Eukaryota
AT5G17560	534	0.441948	cellular_organisms
AT5G17570	978	0.440695	cellular_organisms
AT5G17580	1647	0.408015	Streptophyta
AT5G17590	579	0.455959	Magnoliophyta
AT5G17600	1089	0.460055	Eukaryota
AT5G17610	366	0.445355	Viridiplantae
AT5G17620	990	0.431313	Viridiplantae
AT5G17630	1254	0.445774	Eukaryota
AT5G17640	1299	0.461894	Streptophyta
AT5G17650	522	0.51341	Mesangiospermae
AT5G17660	939	0.428115	cellular_organisms
AT5G17670	930	0.480645	cellular_organisms
AT5G17680	3885	0.410296	cellular_organisms
AT5G17690	1338	0.452915	Eukaryota
AT5G17700	1494	0.452477	cellular_organisms
AT5G17710	975	0.45641	cellular_organisms
AT5G17720	1332	0.417417	cellular_organisms
AT5G17730	1413	0.440906	cellular_organisms
AT5G17740	1602	0.449438	cellular_organisms
AT5G17750	1179	0.446141	cellular_organisms
AT5G17760	1518	0.453228	cellular_organisms
AT5G17770	846	0.460993	cellular_organisms
AT5G17780	1254	0.433014	cellular_organisms
AT5G17790	2277	0.450593	Eukaryota
AT5G17800	972	0.447531	Eukaryota
AT5G17810	807	0.452292	Viridiplantae
AT5G17820	942	0.505308	Eukaryota
AT5G17830	1425	0.448421	Eukaryota
AT5G17840	465	0.432258	Streptophyta
AT5G17847	129	0.44186	Arabidopsis_thaliana
AT5G17850	1680	0.430952	cellular_organisms
AT5G17860	1713	0.464098	cellular_organisms
AT5G17870	321	0.53271	Streptophyta
AT5G17880	3594	0.418197	cellular_organisms
AT5G17890	4842	0.41615	Eukaryota
AT5G17900	1308	0.434251	Eukaryota
AT5G17910	4029	0.422189	Magnoliophyta
AT5G17920	2298	0.503481	cellular_organisms
AT5G17930	2355	0.408068	Eukaryota
AT5G17950	363	0.366391	Brassicaceae
AT5G17960	1800	0.415	Embryophyta
AT5G17970	2343	0.397354	cellular_organisms
AT5G17980	3150	0.493016	Eukaryota
AT5G17990	1335	0.453184	cellular_organisms
AT5G18000	924	0.411255	Embryophyta
AT5G18010	273	0.490842	Embryophyta
AT5G18020	276	0.460145	Embryophyta
AT5G18030	267	0.475655	Embryophyta
AT5G18037	216	0.402778	Magnoliophyta
AT5G18040	759	0.457181	Brassicaceae
AT5G18050	273	0.468864	Embryophyta
AT5G18060	273	0.479853	Embryophyta
AT5G18065	381	0.433071	Brassicaceae
AT5G18070	1671	0.427887	cellular_organisms
AT5G18080	273	0.468864	Embryophyta
AT5G18090	906	0.408389	Embryophyta
AT5G18100	495	0.482828	cellular_organisms
AT5G18110	666	0.477477	Eukaryota
AT5G18120	870	0.432184	cellular_organisms
AT5G18130	843	0.450771	Embryophyta
AT5G18140	1002	0.474052	cellular_organisms
AT5G18150	231	0.441558	Embryophyta
AT5G18160	1140	0.403509	Embryophyta
AT5G18170	1236	0.466828	cellular_organisms
AT5G18180	570	0.510526	Eukaryota
AT5G18190	2076	0.442197	cellular_organisms
AT5G18200	1056	0.471591	cellular_organisms
AT5G18210	786	0.493639	cellular_organisms
AT5G18220	1467	0.439673	cellular_organisms
AT5G18230	2532	0.449052	Eukaryota
AT5G18240	1209	0.436725	Eukaryota
AT5G18250	402	0.460199	Streptophyta
AT5G18260	963	0.449637	Embryophyta
AT5G18270	1008	0.447421	Streptophytina
AT5G18280	1419	0.463002	Eukaryota
AT5G18290	732	0.448087	Eukaryota
AT5G18300	444	0.425676	Embryophyta
AT5G18310	420	0.464286	Magnoliophyta
AT5G18320	1377	0.44154	Eukaryota
AT5G18330	1338	0.436472	Eukaryota
AT5G18340	1371	0.443472	Eukaryota
AT5G18350	3738	0.419476	cellular_organisms
AT5G18360	2703	0.411765	cellular_organisms
AT5G18370	3633	0.425819	cellular_organisms
AT5G18380	441	0.519274	cellular_organisms
AT5G18390	1380	0.438406	Eukaryota
AT5G18400	810	0.42963	Eukaryota
AT5G18403	264	0.401515	Brassicaceae
AT5G18404	258	0.468992	Brassicaceae
AT5G18407	225	0.373333	Brassicaceae
AT5G18410	3852	0.429647	Eukaryota
AT5G18420	1326	0.426094	Eukaryota
AT5G18430	1089	0.455464	Viridiplantae
AT5G18440	1413	0.414013	Viridiplantae
AT5G18450	924	0.459957	cellular_organisms
AT5G18460	1293	0.449343	cellular_organisms
AT5G18470	1242	0.440419	Embryophyta
AT5G18475	1521	0.420776	Eukaryota
AT5G18480	1614	0.424411	Eukaryota
AT5G18490	1662	0.456077	cellular_organisms
AT5G18500	1455	0.428179	cellular_organisms
AT5G18510	2109	0.406828	Magnoliophyta
AT5G18520	1323	0.456538	Eukaryota
AT5G18525	4920	0.429675	cellular_organisms
AT5G18540	507	0.431953	Streptophyta
AT5G18550	1398	0.505007	Eukaryota
AT5G18560	1047	0.463228	Viridiplantae
AT5G18570	2046	0.467742	cellular_organisms
AT5G18580	1443	0.441441	Eukaryota
AT5G18590	2127	0.443347	cellular_organisms
AT5G18600	309	0.517799	cellular_organisms
AT5G18610	1542	0.483787	cellular_organisms
AT5G18620	3210	0.433333	cellular_organisms
AT5G18630	1077	0.43454	cellular_organisms
AT5G18636	1104	0.427536	Mesangiospermae
AT5G18640	1074	0.421788	cellular_organisms
AT5G18650	804	0.439055	Eukaryota
AT5G18660	1254	0.419458	cellular_organisms
AT5G18661	159	0.477987	Brassicaceae
AT5G18670	1611	0.459963	Viridiplantae
AT5G18680	1170	0.48547	Eukaryota
AT5G18690	351	0.51567	Brassicaceae
AT5G18700	4101	0.435016	cellular_organisms
AT5G18705	243	0.432099	Arabidopsis_thaliana
AT5G18710	691	0.416787	Streptophytina
AT5G18720	1029	0.405248	Embryophyta
AT5G18730	1587	0.418399	Streptophyta
AT5G18735	774	0.435401	Arabidopsis_thaliana
AT5G18740	1293	0.413766	Streptophyta
AT5G18748	210	0.495238	Arabidopsis_thaliana
AT5G18750	2655	0.436535	cellular_organisms
AT5G18760	1236	0.423139	Eukaryota
AT5G18770	1446	0.418396	Magnoliophyta
AT5G18780	1326	0.414027	Magnoliophyta
AT5G18790	177	0.480226	cellular_organisms
AT5G18800	321	0.482866	Eukaryota
AT5G18810	711	0.488045	cellular_organisms
AT5G18820	1728	0.433449	cellular_organisms
AT5G18830	2406	0.448878	Viridiplantae
AT5G18840	1449	0.439614	cellular_organisms
AT5G18850	300	0.5	Streptophyta
AT5G18860	2673	0.439955	cellular_organisms
AT5G18870	777	0.435006	cellular_organisms
AT5G18880	888	0.478604	Mesangiospermae
AT5G18890	1653	0.431337	cellular_organisms
AT5G18900	897	0.459309	cellular_organisms
AT5G18910	1536	0.443359	cellular_organisms
AT5G18920	234	0.423077	Viridiplantae
AT5G18930	1044	0.502874	Eukaryota
AT5G18933	231	0.385281	Arabidopsis_thaliana
AT5G18937	504	0.486111	Arabidopsis_thaliana
AT5G18940	1038	0.393064	Eukaryota
AT5G18950	1452	0.410468	Eukaryota
AT5G18960	2367	0.442755	Magnoliophyta
AT5G18970	516	0.511628	Embryophyta
AT5G18980	2508	0.457337	Streptophyta
AT5G18990	993	0.472306	cellular_organisms
AT5G19000	1224	0.464869	Eukaryota
AT5G19010	1704	0.442488	cellular_organisms
AT5G19020	2058	0.439747	Eukaryota
AT5G19025	780	0.475641	Embryophyta
AT5G19030	519	0.456647	cellular_organisms
AT5G19040	993	0.516616	cellular_organisms
AT5G19050	1086	0.452118	Viridiplantae
AT5G19060	1656	0.455918	Embryophyta
AT5G19070	843	0.465006	cellular_organisms
AT5G19080	1137	0.459103	Eukaryota
AT5G19090	1764	0.510204	Eukaryota
AT5G19100	1176	0.468537	Embryophyta
AT5G19110	1218	0.495895	Embryophyta
AT5G19120	1161	0.494401	Viridiplantae
AT5G19130	2100	0.450476	Eukaryota
AT5G19140	705	0.478014	cellular_organisms
AT5G19150	1098	0.438069	cellular_organisms
AT5G19151	225	0.471111	Mesangiospermae
AT5G19160	1395	0.42724	Streptophyta
AT5G19170	1176	0.465986	cellular_organisms
AT5G19172	255	0.360784	Brassicaceae
AT5G19175	249	0.337349	Brassicaceae
AT5G19180	1365	0.444689	cellular_organisms
AT5G19190	465	0.421505	Magnoliophyta
AT5G19200	996	0.459839	cellular_organisms
AT5G19210	948	0.417722	cellular_organisms
AT5G19220	1569	0.428298	cellular_organisms
AT5G19230	570	0.415789	Embryophyta
AT5G19240	600	0.426667	Embryophyta
AT5G19250	591	0.458545	Embryophyta
AT5G19260	867	0.463668	Magnoliophyta
AT5G19270	1098	0.477231	Mesangiospermae
AT5G19280	1746	0.441581	cellular_organisms
AT5G19290	993	0.522659	cellular_organisms
AT5G19300	1197	0.443609	cellular_organisms
AT5G19310	3195	0.4241	cellular_organisms
AT5G19315	243	0.390947	Pentapetalae
AT5G19320	1638	0.432234	cellular_organisms
AT5G19330	2133	0.456165	Eukaryota
AT5G19340	792	0.458333	Magnoliophyta
AT5G19350	1278	0.456182	cellular_organisms
AT5G19360	1572	0.466285	cellular_organisms
AT5G19370	900	0.477778	cellular_organisms
AT5G19380	1344	0.458333	Eukaryota
AT5G19390	2613	0.441255	Eukaryota
AT5G19400	3180	0.436478	Eukaryota
AT5G19410	1875	0.472533	cellular_organisms
AT5G19420	3318	0.45208	cellular_organisms
AT5G19430	768	0.476562	Eukaryota
AT5G19440	981	0.469929	cellular_organisms
AT5G19450	1602	0.442572	cellular_organisms
AT5G19460	1125	0.442667	cellular_organisms
AT5G19470	1098	0.430783	cellular_organisms
AT5G19473	300	0.446667	Tracheophyta
AT5G19480	624	0.397436	Streptophyta
AT5G19485	1371	0.442013	cellular_organisms
AT5G19490	795	0.427673	Eukaryota
AT5G19500	1518	0.450593	cellular_organisms
AT5G19510	675	0.493333	Eukaryota
AT5G19520	2229	0.422162	cellular_organisms
AT5G19530	1020	0.438235	cellular_organisms
AT5G19540	1389	0.441325	cellular_organisms
AT5G19550	1218	0.463054	cellular_organisms
AT5G19560	1482	0.441296	Viridiplantae
AT5G19570	414	0.497585	Eukaryota
AT5G19580	1785	0.510364	cellular_organisms
AT5G19590	456	0.451754	Streptophyta
AT5G19595	192	0.411458	Arabidopsis_thaliana
AT5G19600	1905	0.445669	cellular_organisms
AT5G19610	4128	0.412548	Eukaryota
AT5G19620	2199	0.45839	cellular_organisms
AT5G19630	687	0.477438	cellular_organisms
AT5G19633	192	0.390625	Arabidopsis_thaliana
AT5G19640	1830	0.451366	cellular_organisms
AT5G19650	666	0.442943	Embryophyta
AT5G19660	3117	0.446583	cellular_organisms
AT5G19670	1833	0.434261	cellular_organisms
AT5G19675	213	0.455399	Brassicaceae
AT5G19680	987	0.429585	cellular_organisms
AT5G19690	2340	0.434188	cellular_organisms
AT5G19700	1527	0.502292	cellular_organisms
AT5G19710	345	0.426087	Mesangiospermae
AT5G19720	513	0.432749	cellular_organisms
AT5G19730	1152	0.477431	cellular_organisms
AT5G19740	2046	0.451613	cellular_organisms
AT5G19750	867	0.467128	Eukaryota
AT5G19760	897	0.477146	Eukaryota
AT5G19770	1353	0.468588	Eukaryota
AT5G19780	1353	0.472284	Eukaryota
AT5G19790	762	0.46063	Viridiplantae
AT5G19800	291	0.474227	Brassicaceae
AT5G19810	750	0.530667	Eukaryota
AT5G19820	3351	0.452701	Eukaryota
AT5G19830	660	0.45	cellular_organisms
AT5G19840	1602	0.438202	cellular_organisms
AT5G19850	1080	0.449074	cellular_organisms
AT5G19855	612	0.449346	cellular_organisms
AT5G19860	546	0.452381	Streptophyta
AT5G19870	831	0.424789	Eukaryota
AT5G19875	372	0.510753	Magnoliophyta
AT5G19880	990	0.487879	Eukaryota
AT5G19890	987	0.455927	Eukaryota
AT5G19900	1485	0.459933	Streptophyta
AT5G19910	591	0.439932	Eukaryota
AT5G19920	1971	0.448503	cellular_organisms
AT5G19930	867	0.453287	cellular_organisms
AT5G19940	720	0.472222	Viridiplantae
AT5G19950	1332	0.475225	Eukaryota
AT5G19960	1014	0.457594	cellular_organisms
AT5G19970	1209	0.42928	Magnoliophyta
AT5G19980	1026	0.438596	Eukaryota
AT5G19990	1260	0.453968	cellular_organisms
AT5G20000	1260	0.455556	cellular_organisms
AT5G20010	666	0.456456	cellular_organisms
AT5G20020	666	0.463964	cellular_organisms
AT5G20030	981	0.433231	Viridiplantae
AT5G20040	1392	0.457615	cellular_organisms
AT5G20045	234	0.423077	Mesangiospermae
AT5G20050	1359	0.437086	cellular_organisms
AT5G20060	759	0.462451	cellular_organisms
AT5G20070	1317	0.465452	cellular_organisms
AT5G20080	987	0.449848	cellular_organisms
AT5G20090	333	0.462462	Eukaryota
AT5G20100	342	0.494152	Magnoliophyta
AT5G20110	630	0.442857	Eukaryota
AT5G20120	567	0.439153	Eukaryota
AT5G20130	609	0.489327	Embryophyta
AT5G20140	1137	0.432718	cellular_organisms
AT5G20150	771	0.394293	Eukaryota
AT5G20160	387	0.436693	cellular_organisms
AT5G20165	213	0.460094	Eukaryota
AT5G20170	1962	0.453109	Streptophyta
AT5G20180	312	0.455128	cellular_organisms
AT5G20190	873	0.44559	cellular_organisms
AT5G20200	2289	0.467453	Magnoliophyta
AT5G20220	1182	0.431472	Eukaryota
AT5G20230	591	0.499154	Viridiplantae
AT5G20240	627	0.430622	Eukaryota
AT5G20250	2250	0.472444	Viridiplantae
AT5G20260	1005	0.491542	Eukaryota
AT5G20270	999	0.466466	cellular_organisms
AT5G20280	3132	0.456897	cellular_organisms
AT5G20290	669	0.502242	cellular_organisms
AT5G20300	2382	0.441226	Eukaryota
AT5G20310	1185	0.419409	Magnoliophyta
AT5G20320	5109	0.424349	cellular_organisms
AT5G20330	1038	0.482659	Streptophyta
AT5G20340	1065	0.461972	Streptophyta
AT5G20350	1863	0.455717	cellular_organisms
AT5G20360	2430	0.390947	cellular_organisms
AT5G20370	528	0.462121	Embryophyta
AT5G20380	1554	0.451094	cellular_organisms
AT5G20390	1035	0.452174	Streptophyta
AT5G20400	1047	0.438395	cellular_organisms
AT5G20410	1407	0.451315	cellular_organisms
AT5G20420	3786	0.422874	cellular_organisms
AT5G20430	369	0.401084	Eukaryota
AT5G20440	651	0.402458	Eukaryota
AT5G20447	99	0.363636	Arabidopsis_thaliana
AT5G20450	1026	0.418129	Viridiplantae
AT5G20460	153	0.418301	Arabidopsis_thaliana
AT5G20470	1671	0.414722	Viridiplantae
AT5G20480	3096	0.421512	cellular_organisms
AT5G20490	4593	0.423688	Eukaryota
AT5G20500	408	0.448529	cellular_organisms
AT5G20510	783	0.45083	Eukaryota
AT5G20520	927	0.455232	cellular_organisms
AT5G20540	1155	0.491775	Viridiplantae
AT5G20550	1050	0.440952	cellular_organisms
AT5G20560	1014	0.461538	Streptophyta
AT5G20570	357	0.495798	Eukaryota
AT5G20580	1047	0.426934	Viridiplantae
AT5G20590	1458	0.466392	Streptophyta
AT5G20600	1599	0.422764	Eukaryota
AT5G20610	3495	0.430329	Streptophyta
AT5G20620	1149	0.463882	cellular_organisms
AT5G20630	636	0.476415	cellular_organisms
AT5G20635	756	0.482804	Magnoliophyta
AT5G20640	648	0.432099	Embryophyta
AT5G20650	441	0.507937	Eukaryota
AT5G20660	2733	0.424442	cellular_organisms
AT5G20670	462	0.547619	Embryophyta
AT5G20680	1656	0.447464	Streptophyta
AT5G20690	1980	0.472222	cellular_organisms
AT5G20700	747	0.465863	Streptophyta
AT5G20710	2481	0.454252	cellular_organisms
AT5G20720	762	0.459318	cellular_organisms
AT5G20730	3495	0.467811	Eukaryota
AT5G20740	618	0.543689	Embryophyta
AT5G20790	582	0.489691	Mesangiospermae
AT5G20810	498	0.47992	Embryophyta
AT5G20820	384	0.533854	Embryophyta
AT5G20830	2427	0.454883	cellular_organisms
AT5G20840	2496	0.427885	Eukaryota
AT5G20850	1029	0.456754	cellular_organisms
AT5G20860	1539	0.461988	cellular_organisms
AT5G20870	1506	0.48008	Eukaryota
AT5G20885	531	0.502825	Eukaryota
AT5G20890	1584	0.442551	cellular_organisms
AT5G20900	564	0.471631	Embryophyta
AT5G20910	933	0.446945	Eukaryota
AT5G20920	807	0.443618	cellular_organisms
AT5G20930	2067	0.430576	cellular_organisms
AT5G20935	366	0.448087	cellular_organisms
AT5G20940	1881	0.483254	cellular_organisms
AT5G20950	1875	0.482667	cellular_organisms
AT5G20960	4107	0.43852	cellular_organisms
AT5G20970	750	0.445333	cellular_organisms
AT5G20980	2439	0.450595	cellular_organisms
AT5G20990	2013	0.466965	cellular_organisms
AT5G20995	351	0.367521	Brassicaceae
AT5G21010	1233	0.459854	Eukaryota
AT5G21020	129	0.426357	Arabidopsis_thaliana
AT5G21030	2553	0.417156	Eukaryota
AT5G21040	1620	0.452469	cellular_organisms
AT5G21050	1068	0.496255	Eukaryota
AT5G21060	1131	0.458002	cellular_organisms
AT5G21070	678	0.471976	cellular_organisms
AT5G21080	3078	0.427225	Eukaryota
AT5G21090	657	0.467275	cellular_organisms
AT5G21100	1722	0.470964	cellular_organisms
AT5G21105	1767	0.479909	cellular_organisms
AT5G21120	1557	0.439949	Streptophyta
AT5G21125	381	0.414698	Arabidopsis_thaliana
AT5G21130	846	0.473995	Embryophyta
AT5G21140	939	0.428115	Eukaryota
AT5G21150	2691	0.444816	Eukaryota
AT5G21160	2481	0.459492	Eukaryota
AT5G21170	852	0.495305	Eukaryota
AT5G21222	2496	0.425881	cellular_organisms
AT5G21274	450	0.464444	cellular_organisms
AT5G21280	909	0.469747	Magnoliophyta
AT5G21326	1320	0.429545	cellular_organisms
AT5G21430	657	0.467275	Streptophyta
AT5G21482	1575	0.494603	cellular_organisms
AT5G21900	1635	0.404893	Eukaryota
AT5G21910	339	0.460177	Magnoliophyta
AT5G21920	756	0.473545	cellular_organisms
AT5G21930	2652	0.451735	cellular_organisms
AT5G21940	795	0.481761	Streptophyta
AT5G21950	927	0.483279	cellular_organisms
AT5G21960	651	0.493088	Viridiplantae
AT5G21970	1350	0.427407	Streptophytina
AT5G21990	1665	0.446847	Eukaryota
AT5G22000	1128	0.465426	Eukaryota
AT5G22010	2871	0.44131	cellular_organisms
AT5G22020	1188	0.441919	cellular_organisms
AT5G22030	2616	0.433104	cellular_organisms
AT5G22040	855	0.469006	Streptophytina
AT5G22050	924	0.42316	cellular_organisms
AT5G22060	1260	0.470635	cellular_organisms
AT5G22070	1089	0.454545	Viridiplantae
AT5G22080	687	0.43377	cellular_organisms
AT5G22090	1392	0.482759	Magnoliophyta
AT5G22100	1128	0.440603	cellular_organisms
AT5G22110	1581	0.430108	Eukaryota
AT5G22120	1152	0.458333	Eukaryota
AT5G22130	1353	0.431633	Eukaryota
AT5G22140	1098	0.430783	cellular_organisms
AT5G22145	210	0.447619	Arabidopsis_thaliana
AT5G22150	993	0.456193	Brassicaceae
AT5G22160	1062	0.462335	Brassicaceae
AT5G22170	540	0.453704	Brassicaceae
AT5G22180	510	0.454902	Brassicaceae
AT5G22190	354	0.435028	Brassicaceae
AT5G22200	633	0.513428	Streptophytina
AT5G22210	243	0.432099	Magnoliophyta
AT5G22220	1410	0.436879	Eukaryota
AT5G22240	591	0.423012	Embryophyta
AT5G22250	837	0.489845	Eukaryota
AT5G22260	2019	0.438336	Eukaryota
AT5G22270	282	0.439716	Embryophyta
AT5G22280	327	0.443425	Tracheophyta
AT5G22290	1023	0.4565	Streptophyta
AT5G22300	1068	0.472846	cellular_organisms
AT5G22310	1446	0.4426	Embryophyta
AT5G22320	1359	0.397351	cellular_organisms
AT5G22330	1377	0.437182	cellular_organisms
AT5G22340	972	0.444444	Viridiplantae
AT5G22350	1284	0.468847	cellular_organisms
AT5G22355	1995	0.423559	Embryophyta
AT5G22360	666	0.423423	Eukaryota
AT5G22370	897	0.396878	cellular_organisms
AT5G22380	708	0.466102	Streptophyta
AT5G22390	609	0.471264	Tracheophyta
AT5G22400	1401	0.45182	Eukaryota
AT5G22410	996	0.429719	Viridiplantae
AT5G22420	1230	0.395935	cellular_organisms
AT5G22430	519	0.479769	Magnoliophyta
AT5G22440	654	0.429664	cellular_organisms
AT5G22450	3465	0.437807	Embryophyta
AT5G22460	1023	0.43695	cellular_organisms
AT5G22470	2448	0.447712	Eukaryota
AT5G22480	1482	0.44332	cellular_organisms
AT5G22490	1449	0.42236	cellular_organisms
AT5G22500	1476	0.414634	cellular_organisms
AT5G22505	210	0.380952	Arabidopsis_thaliana
AT5G22510	1854	0.428803	cellular_organisms
AT5G22520	321	0.401869	Brassicaceae
AT5G22530	420	0.414286	Brassicaceae
AT5G22540	1323	0.39607	Magnoliophyta
AT5G22545	336	0.386905	Brassicaceae
AT5G22550	1332	0.40991	Magnoliophyta
AT5G22555	288	0.447917	Arabidopsis
AT5G22560	1554	0.413127	Embryophyta
AT5G22570	870	0.414943	Eukaryota
AT5G22580	336	0.440476	cellular_organisms
AT5G22590	915	0.396721	Mesangiospermae
AT5G22600	1002	0.391218	Magnoliophyta
AT5G22608	267	0.41573	Arabidopsis_thaliana
AT5G22610	1419	0.418605	Magnoliophyta
AT5G22620	1449	0.450656	cellular_organisms
AT5G22630	1278	0.520344	cellular_organisms
AT5G22640	2616	0.435398	Eukaryota
AT5G22650	921	0.471227	Streptophyta
