ID	PS	Len	GC
AT5G46990	Magnoliophyta	564	0.391844
AT5G47000	Eukaryota	1005	0.471642
AT5G47010	cellular_organisms	3765	0.460823
AT5G47020	Eukaryota	4266	0.447257
AT5G47030	cellular_organisms	612	0.506536
AT5G47040	cellular_organisms	2667	0.461192
AT5G47050	Eukaryota	903	0.495017
AT5G47060	Streptophyta	534	0.38764
AT5G47070	cellular_organisms	1233	0.429846
AT5G47075	Brassicaceae	228	0.364035
AT5G47077	Brassicaceae	228	0.381579
AT5G47080	Eukaryota	864	0.428241
AT5G47090	Eukaryota	933	0.449089
AT5G47100	Eukaryota	642	0.406542
AT5G47110	Viridiplantae	777	0.451737
AT5G47120	cellular_organisms	744	0.430108
AT5G47130	cellular_organisms	627	0.432217
AT5G47140	Eukaryota	1413	0.411182
AT5G47150	cellular_organisms	987	0.43465
AT5G47160	cellular_organisms	1248	0.410256
AT5G47170	Brassicaceae	453	0.437086
AT5G47175	Pentapetalae	237	0.396624
AT5G47180	Eukaryota	663	0.435897
AT5G47190	cellular_organisms	690	0.44058
AT5G47200	cellular_organisms	609	0.444992
AT5G47210	Streptophyta	1074	0.517691
AT5G47220	Viridiplantae	732	0.495902
AT5G47229	Arabidopsis_thaliana	156	0.391026
AT5G47230	Viridiplantae	903	0.444075
AT5G47240	cellular_organisms	1110	0.387387
AT5G47250	cellular_organisms	2532	0.410348
AT5G47260	cellular_organisms	2847	0.41693
AT5G47280	cellular_organisms	1872	0.436432
AT5G47290	Viridiplantae	291	0.501718
AT5G47300	Embryophyta	1251	0.394884
AT5G47310	Eukaryota	738	0.455285
AT5G47320	cellular_organisms	639	0.438185
AT5G47330	Eukaryota	945	0.442328
AT5G47340	Eukaryota	954	0.424528
AT5G47350	Eukaryota	951	0.443743
AT5G47360	Eukaryota	1434	0.411437
AT5G47370	Eukaryota	852	0.4777
AT5G47380	cellular_organisms	1857	0.415724
AT5G47390	Eukaryota	1098	0.474499
AT5G47400	Viridiplantae	2589	0.440711
AT5G47420	cellular_organisms	849	0.452297
AT5G47430	cellular_organisms	2679	0.472191
AT5G47435	cellular_organisms	972	0.417695
AT5G47440	Streptophytina	1221	0.477477
AT5G47450	cellular_organisms	753	0.511288
AT5G47455	Embryophyta	315	0.520635
AT5G47460	Eukaryota	1731	0.443674
AT5G47470	Viridiplantae	1095	0.43653
AT5G47480	Eukaryota	4053	0.457932
AT5G47490	Eukaryota	4086	0.455213
AT5G47500	cellular_organisms	1089	0.494031
AT5G47510	Eukaryota	1131	0.419098
AT5G47520	cellular_organisms	666	0.462462
AT5G47530	Eukaryota	1188	0.474747
AT5G47540	Eukaryota	1032	0.428295
AT5G47550	Viridiplantae	369	0.531165
AT5G47560	cellular_organisms	1623	0.504621
AT5G47570	Viridiplantae	378	0.531746
AT5G47580	Mesangiospermae	2247	0.452603
AT5G47590	Mesangiospermae	582	0.479381
AT5G47600	cellular_organisms	396	0.502525
AT5G47610	Eukaryota	501	0.473054
AT5G47620	cellular_organisms	1296	0.469907
AT5G47630	cellular_organisms	396	0.426768
AT5G47635	Magnoliophyta	495	0.464646
AT5G47640	cellular_organisms	573	0.530541
AT5G47650	cellular_organisms	837	0.470729
AT5G47660	Streptophytina	1197	0.487886
AT5G47670	cellular_organisms	705	0.51773
AT5G47680	Eukaryota	1035	0.447343
AT5G47690	Eukaryota	4818	0.409298
AT5G47700	Eukaryota	342	0.52924
AT5G47710	Eukaryota	501	0.46507
AT5G47720	cellular_organisms	1218	0.477833
AT5G47730	Eukaryota	1026	0.434698
AT5G47740	Streptophyta	735	0.466667
AT5G47750	cellular_organisms	1761	0.496309
AT5G47760	cellular_organisms	906	0.450331
AT5G47770	cellular_organisms	1155	0.432035
AT5G47780	cellular_organisms	1851	0.445165
AT5G47790	cellular_organisms	1110	0.474775
AT5G47800	Streptophyta	1680	0.448214
AT5G47810	cellular_organisms	1335	0.513109
AT5G47820	cellular_organisms	3108	0.435972
AT5G47830	Viridiplantae	534	0.485019
AT5G47840	cellular_organisms	852	0.447183
AT5G47850	cellular_organisms	2256	0.463652
AT5G47860	cellular_organisms	1296	0.45216
AT5G47870	Streptophyta	600	0.461667
AT5G47880	cellular_organisms	1311	0.448513
AT5G47890	Eukaryota	294	0.435374
AT5G47900	cellular_organisms	1323	0.395314
AT5G47910	cellular_organisms	2766	0.4812
AT5G47920	Magnoliophyta	564	0.455674
AT5G47930	cellular_organisms	255	0.486275
AT5G47940	Streptophyta	2250	0.415111
AT5G47950	Viridiplantae	1281	0.460578
AT5G47960	cellular_organisms	672	0.40625
AT5G47970	cellular_organisms	1164	0.429553
AT5G47980	Streptophyta	1332	0.46997
AT5G47990	cellular_organisms	1536	0.441406
AT5G48000	cellular_organisms	1557	0.443802
AT5G48010	cellular_organisms	2277	0.433904
AT5G48020	cellular_organisms	1068	0.438202
AT5G48030	cellular_organisms	1371	0.440554
AT5G48040	Streptophytina	1269	0.395587
AT5G48050	Streptophyta	1110	0.441441
AT5G48060	Eukaryota	3111	0.448087
AT5G48070	cellular_organisms	849	0.418139
AT5G48090	Eukaryota	2034	0.422812
AT5G48100	cellular_organisms	1698	0.440518
AT5G48110	Embryophyta	1020	0.406863
AT5G48120	Eukaryota	3405	0.413216
AT5G48130	Streptophyta	1878	0.417465
AT5G48140	cellular_organisms	1188	0.459596
AT5G48150	cellular_organisms	1473	0.462322
AT5G48160	Streptophytina	1725	0.448696
AT5G48170	Streptophytina	474	0.523207
AT5G48175	Brassicaceae	348	0.37069
AT5G48180	cellular_organisms	981	0.48318
AT5G48190	Embryophyta	309	0.440129
AT5G48200	Arabidopsis_thaliana	651	0.396313
AT5G48205	Eukaryota	576	0.434028
AT5G48210	Magnoliophyta	312	0.451923
AT5G48220	cellular_organisms	1140	0.44386
AT5G48230	cellular_organisms	1197	0.45614
AT5G48240	Eukaryota	930	0.4
AT5G48250	Eukaryota	1122	0.437611
AT5G48270	Embryophyta	969	0.448916
AT5G48280	Arabidopsis_thaliana	438	0.312785
AT5G48290	Magnoliophyta	546	0.487179
AT5G48300	cellular_organisms	1563	0.446577
AT5G48310	Viridiplantae	3471	0.410545
AT5G48320	Embryophyta	2934	0.419564
AT5G48330	cellular_organisms	1368	0.472222
AT5G48335	Magnoliophyta	345	0.469565
AT5G48340	Eukaryota	1533	0.402479
AT5G48350	Streptophyta	600	0.411667
AT5G48360	Eukaryota	2349	0.445296
AT5G48370	cellular_organisms	1317	0.450266
AT5G48375	cellular_organisms	1320	0.418939
AT5G48380	cellular_organisms	1863	0.427805
AT5G48385	Streptophytina	1677	0.463924
AT5G48390	Eukaryota	2811	0.452864
AT5G48400	cellular_organisms	2253	0.42166
AT5G48410	cellular_organisms	2583	0.41115
AT5G48420	Pentapetalae	429	0.433566
AT5G48430	Embryophyta	1221	0.45864
AT5G48440	cellular_organisms	1380	0.472464
AT5G48450	cellular_organisms	1866	0.43194
AT5G48460	Eukaryota	1965	0.393893
AT5G48470	cellular_organisms	1194	0.426298
AT5G48480	cellular_organisms	501	0.487026
AT5G48485	Embryophyta	309	0.501618
AT5G48490	Embryophyta	306	0.46732
AT5G48500	Magnoliophyta	504	0.505952
AT5G48510	Eukaryota	675	0.407407
AT5G48515	Brassicaceae	276	0.300725
AT5G48520	Eukaryota	1854	0.452535
AT5G48530	Magnoliophyta	588	0.464286
AT5G48540	Tracheophyta	792	0.431818
AT5G48543	Brassicaceae	270	0.362963
AT5G48545	cellular_organisms	594	0.479798
AT5G48550	Mesangiospermae	1284	0.429128
AT5G48560	Streptophyta	1497	0.433534
AT5G48570	cellular_organisms	1737	0.434657
AT5G48575	Brassicaceae	294	0.37415
AT5G48580	cellular_organisms	492	0.443089
AT5G48590	Viridiplantae	1035	0.45314
AT5G48595	Camelineae	297	0.313131
AT5G48600	cellular_organisms	3726	0.41358
AT5G48605	Brassicaceae	276	0.315217
AT5G48610	Magnoliophyta	1065	0.405634
AT5G48620	cellular_organisms	2727	0.420242
AT5G48630	Eukaryota	762	0.400262
AT5G48640	Eukaryota	762	0.387139
AT5G48650	cellular_organisms	1377	0.434277
AT5G48655	Eukaryota	612	0.457516
AT5G48657	Magnoliophyta	660	0.45303
AT5G48660	Streptophyta	660	0.398485
AT5G48670	Eukaryota	966	0.405797
AT5G48680	Eukaryota	621	0.450886
AT5G48690	Eukaryota	822	0.431873
AT5G48700	Eukaryota	354	0.418079
AT5G48710	Eukaryota	345	0.417391
AT5G48720	Embryophyta	801	0.435705
AT5G48730	cellular_organisms	1527	0.425016
AT5G48740	cellular_organisms	2688	0.421131
AT5G48750	Streptophyta	768	0.438802
AT5G48760	cellular_organisms	621	0.495974
AT5G48770	cellular_organisms	3573	0.426812
AT5G48780	cellular_organisms	1920	0.416667
AT5G48790	Viridiplantae	951	0.42061
AT5G48800	Eukaryota	1845	0.437398
AT5G48810	Eukaryota	423	0.470449
AT5G48820	Streptophyta	669	0.478326
AT5G48830	Viridiplantae	1536	0.423828
AT5G48840	cellular_organisms	933	0.439443
AT5G48850	cellular_organisms	921	0.432139
AT5G48860	Arabidopsis_thaliana	528	0.407197
AT5G48870	cellular_organisms	267	0.441948
AT5G48880	cellular_organisms	1245	0.466667
AT5G48890	Streptophyta	522	0.454023
AT5G48900	cellular_organisms	1254	0.432217
AT5G48905	Pentapetalae	255	0.372549
AT5G48910	Eukaryota	1941	0.422978
AT5G48920	cellular_organisms	618	0.478964
AT5G48930	Viridiplantae	1302	0.471582
AT5G48940	cellular_organisms	3408	0.429871
AT5G48945	Brassicaceae	276	0.365942
AT5G48950	cellular_organisms	474	0.487342
AT5G48953	Brassicaceae	258	0.399225
AT5G48960	cellular_organisms	1929	0.440643
AT5G48970	Eukaryota	1020	0.448039
AT5G48980	Streptophyta	1200	0.423333
AT5G48990	Streptophyta	1119	0.436997
AT5G49000	cellular_organisms	1119	0.436104
AT5G49010	Eukaryota	663	0.457014
AT5G49015	Mesangiospermae	255	0.454902
AT5G49020	cellular_organisms	1587	0.436673
AT5G49030	cellular_organisms	3282	0.430225
AT5G49040	Tracheophyta	576	0.472222
AT5G49050	Streptophytina	453	0.474614
AT5G49060	cellular_organisms	1065	0.413146
AT5G49070	cellular_organisms	1395	0.424373
AT5G49100	Magnoliophyta	1191	0.418976
AT5G49110	Eukaryota	4410	0.41678
AT5G49120	Streptophyta	453	0.419426
AT5G49130	cellular_organisms	1509	0.496355
AT5G49140	cellular_organisms	2943	0.40333
AT5G49150	cellular_organisms	2745	0.414572
AT5G49160	cellular_organisms	4605	0.438219
AT5G49170	Magnoliophyta	558	0.453405
AT5G49180	cellular_organisms	1716	0.44289
AT5G49190	cellular_organisms	2424	0.439356
AT5G49200	cellular_organisms	1260	0.44127
AT5G49210	Embryophyta	588	0.44898
AT5G49215	cellular_organisms	1350	0.432593
AT5G49220	Viridiplantae	1230	0.456911
AT5G49230	Streptophyta	636	0.418239
AT5G49240	cellular_organisms	879	0.405006
AT5G49250	Arabidopsis	603	0.426202
AT5G49260	Brassicaceae	633	0.399684
AT5G49270	Streptophyta	1992	0.48243
AT5G49280	Mesangiospermae	489	0.484663
AT5G49290	cellular_organisms	2727	0.390906
AT5G49300	Eukaryota	420	0.42381
AT5G49305	Eukaryota	1155	0.42684
AT5G49310	Eukaryota	1560	0.430128
AT5G49320	Tracheophyta	774	0.4677
AT5G49330	Eukaryota	1029	0.420797
AT5G49340	Streptophyta	1374	0.423581
AT5G49350	Tracheophyta	909	0.517052
AT5G49360	cellular_organisms	2325	0.490323
AT5G49390	Eukaryota	2481	0.422813
AT5G49400	Eukaryota	828	0.450483
AT5G49410	Embryophyta	438	0.442922
AT5G49420	Embryophyta	1005	0.435821
AT5G49430	cellular_organisms	5034	0.438419
AT5G49440	Arabidopsis	546	0.534799
AT5G49450	Streptophyta	438	0.46347
AT5G49460	cellular_organisms	1827	0.457581
AT5G49470	cellular_organisms	1452	0.446281
AT5G49480	Eukaryota	483	0.465839
AT5G49490	Embryophyta	858	0.413753
AT5G49500	cellular_organisms	1494	0.437082
AT5G49510	Eukaryota	588	0.442177
AT5G49520	Eukaryota	1200	0.419167
AT5G49525	Magnoliophyta	243	0.465021
AT5G49530	Eukaryota	2070	0.435749
AT5G49540	Eukaryota	345	0.411594
AT5G49550	Eukaryota	384	0.440104
AT5G49555	cellular_organisms	1671	0.464393
AT5G49560	cellular_organisms	825	0.49697
AT5G49570	cellular_organisms	2166	0.437673
AT5G49580	cellular_organisms	2088	0.425766
AT5G49590	Arabidopsis_thaliana	387	0.449612
AT5G49600	Embryophyta	516	0.418605
AT5G49610	Embryophyta	1080	0.397222
AT5G49620	Eukaryota	924	0.430736
AT5G49630	Eukaryota	1446	0.457815
AT5G49640	Arabidopsis_thaliana	213	0.464789
AT5G49645	Arabidopsis_thaliana	60	0.483333
AT5G49650	cellular_organisms	1677	0.449016
AT5G49660	cellular_organisms	2901	0.4495
AT5G49665	cellular_organisms	2223	0.506523
AT5G49680	Eukaryota	7764	0.426327
AT5G49690	Eukaryota	1383	0.453362
AT5G49700	Streptophyta	831	0.525872
AT5G49710	Viridiplantae	705	0.439716
AT5G49720	cellular_organisms	1866	0.448017
AT5G49730	cellular_organisms	2217	0.418584
AT5G49740	cellular_organisms	2244	0.421123
AT5G49750	cellular_organisms	1482	0.379892
AT5G49760	cellular_organisms	2862	0.418588
AT5G49770	cellular_organisms	2841	0.413939
AT5G49780	cellular_organisms	2574	0.39899
AT5G49800	Eukaryota	729	0.48834
AT5G49810	cellular_organisms	3216	0.424751
AT5G49820	Eukaryota	1494	0.450469
AT5G49830	Eukaryota	2259	0.447986
AT5G49840	cellular_organisms	1827	0.424193
AT5G49850	Embryophyta	1791	0.428811
AT5G49860	Embryophyta	666	0.430931
AT5G49870	Embryophyta	1806	0.418605
AT5G49880	Eukaryota	2181	0.421366
AT5G49890	cellular_organisms	2340	0.447009
AT5G49900	cellular_organisms	2874	0.43389
AT5G49910	cellular_organisms	2157	0.450162
AT5G49920	Viridiplantae	867	0.487889
AT5G49930	cellular_organisms	3243	0.419056
AT5G49940	cellular_organisms	708	0.454802
AT5G49945	Eukaryota	1443	0.441441
AT5G49950	cellular_organisms	1614	0.428748
AT5G49960	cellular_organisms	2475	0.408081
AT5G49970	cellular_organisms	1593	0.439422
AT5G49980	Eukaryota	1860	0.447312
AT5G49990	cellular_organisms	1587	0.454316
AT5G50000	cellular_organisms	1158	0.453368
AT5G50010	Tracheophyta	936	0.438034
AT5G50020	Eukaryota	1224	0.44281
AT5G50030	rosids	564	0.507092
AT5G50040	rosids	528	0.467803
AT5G50050	Brassicaceae	528	0.475379
AT5G50060	rosids	501	0.469062
AT5G50070	rosids	552	0.458333
AT5G50080	Viridiplantae	663	0.485671
AT5G50090	Embryophyta	480	0.445833
AT5G50100	cellular_organisms	645	0.403101
AT5G50110	cellular_organisms	879	0.428896
AT5G50115	Streptophytina	1458	0.418381
AT5G50120	cellular_organisms	1167	0.427592
AT5G50130	cellular_organisms	1020	0.409804
AT5G50140	cellular_organisms	1608	0.43097
AT5G50150	cellular_organisms	1263	0.431512
AT5G50160	cellular_organisms	2187	0.408779
AT5G50170	Eukaryota	3084	0.410506
AT5G50175	Mesangiospermae	339	0.504425
AT5G50180	cellular_organisms	1041	0.425552
AT5G50200	Viridiplantae	633	0.488152
AT5G50210	cellular_organisms	2157	0.433472
AT5G50220	Magnoliophyta	1074	0.411546
AT5G50230	cellular_organisms	1530	0.441176
AT5G50240	cellular_organisms	930	0.447312
AT5G50250	cellular_organisms	870	0.43908
AT5G50260	cellular_organisms	1086	0.430939
AT5G50270	Tracheophyta	1227	0.397718
AT5G50280	Eukaryota	2172	0.423573
AT5G50290	Magnoliophyta	912	0.440789
AT5G50300	cellular_organisms	1593	0.482737
AT5G50310	cellular_organisms	2001	0.421289
AT5G50320	cellular_organisms	1698	0.468787
AT5G50330	cellular_organisms	1440	0.414583
AT5G50335	Mesangiospermae	225	0.417778
AT5G50340	cellular_organisms	1884	0.453822
AT5G50345	Brassicaceae	267	0.389513
AT5G50350	Magnoliophyta	1755	0.476353
AT5G50360	Magnoliophyta	876	0.486301
AT5G50361	Arabidopsis_thaliana	198	0.5
AT5G50365	Camelineae	408	0.414216
AT5G50370	cellular_organisms	747	0.449799
AT5G50375	Eukaryota	843	0.431791
AT5G50380	Eukaryota	2052	0.438596
AT5G50390	Eukaryota	2106	0.417379
AT5G50400	cellular_organisms	1836	0.447712
AT5G50410	Streptophytina	780	0.460256
AT5G50420	Streptophyta	1701	0.432687
AT5G50423	Brassicaceae	306	0.366013
AT5G50430	Eukaryota	732	0.430328
AT5G50440	Eukaryota	660	0.448485
AT5G50443	Brassicaceae	252	0.416667
AT5G50450	cellular_organisms	1011	0.489614
AT5G50460	cellular_organisms	210	0.471429
AT5G50470	Eukaryota	639	0.528951
AT5G50480	Eukaryota	609	0.52381
AT5G50490	Eukaryota	561	0.495544
AT5G50500	Arabidopsis	408	0.387255
AT5G50510	Streptophyta	690	0.423188
AT5G50520	cellular_organisms	1623	0.460875
AT5G50530	cellular_organisms	1647	0.422587
AT5G50540	Arabidopsis_thaliana	342	0.391813
AT5G50550	cellular_organisms	1152	0.426215
AT5G50560	Streptophyta	204	0.52451
AT5G50562	Arabidopsis_thaliana	174	0.431034
AT5G50565	Brassicaceae	228	0.403509
AT5G50570	Viridiplantae	1080	0.432407
AT5G50580	cellular_organisms	957	0.414838
AT5G50590	cellular_organisms	900	0.458889
AT5G50600	cellular_organisms	1050	0.453333
AT5G50610	Magnoliophyta	558	0.403226
AT5G50620	Streptophyta	690	0.423188
AT5G50630	cellular_organisms	1623	0.460875
AT5G50640	cellular_organisms	1647	0.422587
AT5G50650	cellular_organisms	1152	0.426215
AT5G50660	Streptophyta	204	0.52451
AT5G50665	Brassicaceae	228	0.403509
AT5G50670	Viridiplantae	1080	0.432407
AT5G50680	cellular_organisms	963	0.413292
AT5G50690	cellular_organisms	900	0.458889
AT5G50700	cellular_organisms	1050	0.453333
AT5G50710	Magnoliophyta	558	0.403226
AT5G50720	Eukaryota	351	0.447293
AT5G50740	Viridiplantae	852	0.442488
AT5G50750	cellular_organisms	1095	0.458447
AT5G50760	Embryophyta	552	0.436594
AT5G50770	cellular_organisms	1029	0.45967
AT5G50780	Eukaryota	2460	0.432927
AT5G50790	Eukaryota	870	0.417241
AT5G50800	Eukaryota	885	0.430508
AT5G50810	Eukaryota	234	0.457265
AT5G50820	Embryophyta	582	0.4811
AT5G50830	rosids	846	0.462175
AT5G50840	Eukaryota	1215	0.400823
AT5G50850	cellular_organisms	1092	0.455128
AT5G50860	cellular_organisms	1743	0.449799
AT5G50870	cellular_organisms	579	0.454231
AT5G50890	Embryophyta	1227	0.436023
AT5G50900	Eukaryota	1668	0.433453
AT5G50910	Arabidopsis_thaliana	351	0.358974
AT5G50915	Streptophyta	861	0.442509
AT5G50920	cellular_organisms	2790	0.458781
AT5G50930	Eukaryota	729	0.432099
AT5G50940	Eukaryota	816	0.430147
AT5G50950	cellular_organisms	1533	0.420091
AT5G50960	cellular_organisms	1053	0.478632
AT5G50970	cellular_organisms	1539	0.408057
AT5G50990	Eukaryota	1605	0.415576
AT5G51000	Tracheophyta	1137	0.37467
AT5G51010	cellular_organisms	465	0.468817
AT5G51020	cellular_organisms	810	0.462963
AT5G51030	cellular_organisms	945	0.432804
AT5G51040	cellular_organisms	567	0.477954
AT5G51050	Eukaryota	1497	0.426186
AT5G51060	cellular_organisms	2718	0.442973
AT5G51070	cellular_organisms	2838	0.459126
AT5G51080	cellular_organisms	969	0.407637
AT5G51090	Arabidopsis_thaliana	396	0.436869
AT5G51100	cellular_organisms	918	0.45098
AT5G51105	Magnoliophyta	372	0.475806
AT5G51110	cellular_organisms	663	0.481146
AT5G51120	cellular_organisms	684	0.47807
AT5G51130	cellular_organisms	957	0.409613
AT5G51140	cellular_organisms	1188	0.440236
AT5G51150	Eukaryota	1596	0.4599
AT5G51160	cellular_organisms	1329	0.456734
AT5G51170	Eukaryota	858	0.439394
AT5G51180	Eukaryota	1074	0.431099
AT5G51190	Viridiplantae	666	0.465465
AT5G51195	Camelineae	804	0.432836
AT5G51200	Eukaryota	5520	0.425906
AT5G51210	Embryophyta	426	0.532864
AT5G51220	Eukaryota	846	0.43026
AT5G51230	Eukaryota	1896	0.441983
AT5G51250	cellular_organisms	1107	0.448058
AT5G51260	cellular_organisms	774	0.443152
AT5G51270	cellular_organisms	2418	0.440033
AT5G51280	cellular_organisms	1776	0.438626
AT5G51290	cellular_organisms	1395	0.412903
AT5G51300	cellular_organisms	2415	0.477433
AT5G51310	cellular_organisms	978	0.453988
AT5G51330	Viridiplantae	1920	0.448958
AT5G51340	Eukaryota	2181	0.450252
AT5G51350	cellular_organisms	2688	0.419643
AT5G51360	Tracheophyta	360	0.436111
AT5G51370	cellular_organisms	1341	0.416853
AT5G51380	Eukaryota	1440	0.427778
AT5G51390	Brassicaceae	342	0.415205
AT5G51400	Viridiplantae	726	0.460055
AT5G51410	Eukaryota	1005	0.458706
AT5G51420	Viridiplantae	1308	0.433486
AT5G51430	Eukaryota	2511	0.461171
AT5G51440	cellular_organisms	633	0.478673
AT5G51450	Eukaryota	1734	0.43887
AT5G51451	Brassicaceae	267	0.468165
AT5G51460	cellular_organisms	1158	0.42228
AT5G51465	Brassicaceae	243	0.473251
AT5G51470	cellular_organisms	1746	0.395189
AT5G51480	cellular_organisms	1779	0.426082
AT5G51490	cellular_organisms	1611	0.49162
AT5G51500	cellular_organisms	1623	0.476278
AT5G51510	Streptophyta	513	0.465887
AT5G51520	Embryophyta	615	0.455285
AT5G51530	Viridiplantae	3450	0.403188
AT5G51540	cellular_organisms	2121	0.442716
AT5G51545	Viridiplantae	558	0.469534
AT5G51550	cellular_organisms	1014	0.485207
AT5G51560	cellular_organisms	2043	0.431718
AT5G51570	cellular_organisms	879	0.461889
AT5G51580	Brassicaceae	720	0.423611
AT5G51585	Mesangiospermae	711	0.43038
AT5G51590	Streptophyta	1260	0.480952
AT5G51600	Eukaryota	2124	0.427966
AT5G51610	cellular_organisms	549	0.446266
AT5G51620	Viridiplantae	159	0.408805
AT5G51630	cellular_organisms	3690	0.409485
AT5G51640	Streptophyta	1506	0.442231
AT5G51650	Arabidopsis_thaliana	621	0.412238
AT5G51660	Eukaryota	4329	0.438669
AT5G51670	Streptophyta	1425	0.465965
AT5G51680	Magnoliophyta	1032	0.48062
AT5G51690	cellular_organisms	1488	0.435484
AT5G51700	Eukaryota	681	0.474302
AT5G51710	cellular_organisms	1707	0.418864
AT5G51720	Eukaryota	327	0.519878
AT5G51730	Viridiplantae	954	0.398323
AT5G51740	cellular_organisms	1329	0.437171
AT5G51750	cellular_organisms	2343	0.435766
AT5G51760	cellular_organisms	1251	0.492406
AT5G51770	cellular_organisms	1965	0.462595
AT5G51780	Embryophyta	525	0.434286
AT5G51790	Embryophyta	765	0.431373
AT5G51795	Eukaryota	1044	0.430077
AT5G51800	Streptophyta	2919	0.472079
AT5G51810	cellular_organisms	1137	0.441513
AT5G51820	cellular_organisms	1872	0.43109
AT5G51830	cellular_organisms	1032	0.438953
AT5G51840	Viridiplantae	738	0.434959
AT5G51845	Mesangiospermae	222	0.400901
AT5G51850	Magnoliophyta	1773	0.428088
AT5G51860	Eukaryota	636	0.408805
AT5G51870	Eukaryota	624	0.432692
AT5G51880	cellular_organisms	753	0.414343
AT5G51890	Eukaryota	969	0.4613
AT5G51900	cellular_organisms	729	0.406036
AT5G51910	Streptophytina	882	0.501134
AT5G51915	malvids	174	0.517241
AT5G51920	cellular_organisms	1713	0.437245
AT5G51930	cellular_organisms	1749	0.445969
AT5G51940	cellular_organisms	435	0.466667
AT5G51950	cellular_organisms	1761	0.462237
AT5G51960	Viridiplantae	312	0.387821
AT5G51970	cellular_organisms	1095	0.460274
AT5G51980	cellular_organisms	1314	0.467275
AT5G51990	Viridiplantae	675	0.491852
AT5G52000	Eukaryota	1326	0.413273
AT5G52010	Viridiplantae	1191	0.436608
AT5G52020	Viridiplantae	699	0.483548
AT5G52030	cellular_organisms	777	0.46332
AT5G52040	cellular_organisms	1071	0.492063
AT5G52045	Arabidopsis_thaliana	549	0.42623
AT5G52050	cellular_organisms	1518	0.470356
AT5G52060	Streptophyta	1029	0.449951
AT5G52070	Streptophyta	816	0.401961
AT5G52080	Arabidopsis_thaliana	108	0.546296
AT5G52090	cellular_organisms	2031	0.405219
AT5G52100	cellular_organisms	897	0.451505
AT5G52110	Viridiplantae	828	0.422705
AT5G52115	Mesangiospermae	384	0.377604
AT5G52120	Streptophyta	876	0.439498
AT5G52130	Brassicaceae	492	0.378049
AT5G52140	Eukaryota	843	0.393832
AT5G52150	Eukaryota	603	0.391376
AT5G52155	Eukaryota	549	0.404372
AT5G52160	Tracheophyta	291	0.525773
AT5G52170	Eukaryota	2049	0.429478
AT5G52180	Viridiplantae	1377	0.400145
AT5G52190	cellular_organisms	627	0.470494
AT5G52200	Eukaryota	576	0.439236
AT5G52210	cellular_organisms	618	0.423948
AT5G52220	Eukaryota	438	0.422374
AT5G52230	Mesangiospermae	2241	0.423918
AT5G52240	Eukaryota	663	0.47813
AT5G52250	cellular_organisms	1158	0.497409
AT5G52260	Eukaryota	807	0.403965
AT5G52270	Eukaryota	675	0.367407
AT5G52280	Eukaryota	2562	0.400859
AT5G52290	Viridiplantae	4785	0.413375
AT5G52300	Tracheophyta	1860	0.479032
AT5G52310	Mesangiospermae	2133	0.465541
AT5G52320	cellular_organisms	1509	0.429423
AT5G52330	Eukaryota	1194	0.39531
AT5G52340	Eukaryota	1896	0.416667
AT5G52350	Eukaryota	1761	0.399205
AT5G52360	Eukaryota	414	0.478261
AT5G52370	Viridiplantae	429	0.438228
AT5G52380	Eukaryota	807	0.436183
AT5G52390	Embryophyta	588	0.465986
AT5G52400	cellular_organisms	1560	0.454487
AT5G52410	Viridiplantae	2286	0.434383
AT5G52420	Streptophyta	729	0.469136
AT5G52430	Embryophyta	1317	0.457099
AT5G52440	cellular_organisms	783	0.445722
AT5G52450	cellular_organisms	1461	0.447639
AT5G52460	Magnoliophyta	1110	0.424324
AT5G52470	cellular_organisms	927	0.484358
AT5G52480	Eukaryota	726	0.42562
AT5G52490	cellular_organisms	879	0.426621
AT5G52500	Streptophyta	1092	0.455128
AT5G52510	Embryophyta	1923	0.48778
AT5G52520	cellular_organisms	1632	0.453431
AT5G52530	Mesangiospermae	2487	0.451548
AT5G52540	cellular_organisms	1386	0.470418
AT5G52545	cellular_organisms	468	0.41453
AT5G52547	Brassicaceae	321	0.436137
AT5G52550	Eukaryota	1083	0.444137
AT5G52560	cellular_organisms	1845	0.41897
AT5G52570	cellular_organisms	912	0.45614
AT5G52580	Eukaryota	2022	0.430267
AT5G52600	Eukaryota	606	0.448845
AT5G52605	rosids	273	0.362637
AT5G52610	Embryophyta	1056	0.407197
AT5G52620	Mesangiospermae	1128	0.399823
AT5G52630	Eukaryota	1767	0.416525
AT5G52640	cellular_organisms	2103	0.443176
AT5G52650	Eukaryota	540	0.490741
AT5G52655	Arabidopsis_thaliana	249	0.353414
AT5G52660	Eukaryota	993	0.437059
AT5G52670	Magnoliophyta	312	0.387821
AT5G52680	Brassicaceae	717	0.400279
AT5G52690	Brassicaceae	534	0.370787
AT5G52700	Brassicaceae	1113	0.394429
AT5G52710	Brassicaceae	1272	0.407233
AT5G52720	Magnoliophyta	336	0.425595
AT5G52730	Magnoliophyta	558	0.4319
AT5G52740	Magnoliophyta	357	0.406162
AT5G52750	Tracheophyta	420	0.435714
AT5G52760	Magnoliophyta	381	0.414698
AT5G52770	Magnoliophyta	336	0.434524
AT5G52780	cellular_organisms	507	0.491124
AT5G52790	cellular_organisms	1503	0.44511
AT5G52800	Eukaryota	1521	0.410256
AT5G52810	cellular_organisms	978	0.45501
